Date,Open,High,Low,Close,Adj Close,Volume
2022-06-23,3774.709961,3802.580078,3743.520020,3795.729980,3795.729980,5098640000
2022-06-24,3821.750000,3913.649902,3821.750000,3911.739990,3911.739990,8120260000
2022-06-27,3920.760010,3927.719971,3889.659912,3900.110107,3900.110107,4325310000
2022-06-28,3913.000000,3945.860107,3820.139893,3821.550049,3821.550049,4270120000
2022-06-29,3825.090088,3836.500000,3799.020020,3818.830078,3818.830078,4211240000
2022-06-30,3785.989990,3818.989990,3738.669922,3785.379883,3785.379883,4840070000
2022-07-01,3781.000000,3829.820068,3752.100098,3825.330078,3825.330078,4046950000
2022-07-05,3792.610107,3832.189941,3742.060059,3831.389893,3831.389893,5076590000
2022-07-06,3831.979980,3870.909912,3809.370117,3845.080078,3845.080078,4417720000
2022-07-07,3858.850098,3910.629883,3858.850098,3902.620117,3902.620117,4057770000
2022-07-08,3888.260010,3918.500000,3869.340088,3899.379883,3899.379883,3521620000
2022-07-11,3880.939941,3880.939941,3847.219971,3854.429932,3854.429932,3423480000
2022-07-12,3851.949951,3873.409912,3802.360107,3818.800049,3818.800049,3817210000
2022-07-13,3779.669922,3829.439941,3759.070068,3801.780029,3801.780029,4109390000
2022-07-14,3763.989990,3796.409912,3721.560059,3790.379883,3790.379883,4199690000
2022-07-15,3818.000000,3863.620117,3817.179932,3863.159912,3863.159912,4143800000
2022-07-18,3883.790039,3902.439941,3818.629883,3830.850098,3830.850098,4046870000
2022-07-19,3860.729980,3939.810059,3860.729980,3936.689941,3936.689941,4041070000
2022-07-20,3935.320068,3974.129883,3922.030029,3959.899902,3959.899902,4185300000
2022-07-21,3955.469971,3999.290039,3927.639893,3998.949951,3998.949951,4132790000
2022-07-22,3998.429932,4012.439941,3938.860107,3961.629883,3961.629883,3979240000
2022-07-25,3965.719971,3975.300049,3943.459961,3966.840088,3966.840088,3568340000
2022-07-26,3953.219971,3953.219971,3910.739990,3921.050049,3921.050049,3778950000
2022-07-27,3951.429932,4039.560059,3951.429932,4023.610107,4023.610107,4112180000
2022-07-28,4026.129883,4078.949951,3992.969971,4072.429932,4072.429932,4413000000
2022-07-29,4087.330078,4140.149902,4079.219971,4130.290039,4130.290039,4616360000
2022-08-01,4112.379883,4144.950195,4096.020020,4118.629883,4118.629883,4202810000
2022-08-02,4104.209961,4140.470215,4079.810059,4091.189941,4091.189941,4727710000
2022-08-03,4107.959961,4167.660156,4107.959961,4155.169922,4155.169922,4351760000
2022-08-04,4154.850098,4161.290039,4135.419922,4151.939941,4151.939941,4283320000
2022-08-05,4115.870117,4151.580078,4107.310059,4145.189941,4145.189941,4085940000
2022-08-08,4155.930176,4186.620117,4128.970215,4140.060059,4140.060059,4221090000
2022-08-09,4133.109863,4137.299805,4112.089844,4122.470215,4122.470215,3913090000
2022-08-10,4181.020020,4211.029785,4177.259766,4210.240234,4210.240234,4546010000
2022-08-11,4227.399902,4257.910156,4201.410156,4207.270020,4207.270020,4630200000
2022-08-12,4225.020020,4280.470215,4219.779785,4280.149902,4280.149902,3788010000
2022-08-15,4269.370117,4301.790039,4256.899902,4297.140137,4297.140137,3696830000
2022-08-16,4290.459961,4325.279785,4277.770020,4305.200195,4305.200195,4329820000
2022-08-17,4280.399902,4302.180176,4253.080078,4274.040039,4274.040039,3885030000
2022-08-18,4273.129883,4292.529785,4261.979980,4283.740234,4283.740234,3340330000
2022-08-19,4266.310059,4266.310059,4218.700195,4228.479980,4228.479980,3761340000
2022-08-22,4195.080078,4195.080078,4129.859863,4137.990234,4137.990234,3907430000
2022-08-23,4133.089844,4159.770020,4124.029785,4128.729980,4128.729980,3823520000
2022-08-24,4126.549805,4156.560059,4119.970215,4140.770020,4140.770020,3583630000
2022-08-25,4153.259766,4200.540039,4147.589844,4199.120117,4199.120117,3566870000
2022-08-26,4198.740234,4203.040039,4057.659912,4057.659912,4057.659912,3832750000
2022-08-29,4034.580078,4062.989990,4017.419922,4030.610107,4030.610107,3396510000
2022-08-30,4041.250000,4044.979980,3965.209961,3986.159912,3986.159912,3835860000
2022-08-31,4000.669922,4015.370117,3954.530029,3955.000000,3955.000000,4542490000
2022-09-01,3936.729980,3970.229980,3903.649902,3966.850098,3966.850098,4152250000
2022-09-02,3994.659912,4018.429932,3906.209961,3924.260010,3924.260010,3665850000
